submitted_keyword,returned_keyword,grouped_submitted_keywords,close_variants,niche,niche_phrase,lane,city,average_monthly_searches,competition,competition_index,average_cpc_gbp,low_top_of_page_gbp,high_top_of_page_gbp,geography_method,observed_at
scaffolding London,scaffolding london,scaffolding London,scaffolding London,scaffolding,scaffolding,specialist_trade,London,1300,MEDIUM,48,14.0709,3.9650,11.9045,explicit_city_query_under_uk_target,2026-09-03
scaffolding Birmingham,scaffolding birmingham,scaffolding Birmingham,scaffolding Birmingham,scaffolding,scaffolding,specialist_trade,Birmingham,590,MEDIUM,43,5.8373,2.0673,6.5571,explicit_city_query_under_uk_target,2026-09-03
scaffolding Manchester,scaffolding manchester,scaffolding Manchester,scaffolding Manchester,scaffolding,scaffolding,specialist_trade,Manchester,590,MEDIUM,47,5.4508,1.7679,6.9136,explicit_city_query_under_uk_target,2026-09-03
scaffolding Glasgow,scaffolding glasgow,scaffolding Glasgow,scaffolding Glasgow,scaffolding,scaffolding,specialist_trade,Glasgow,320,MEDIUM,39,2.4292,1.1035,2.1404,explicit_city_query_under_uk_target,2026-09-03
scaffolding Leeds,scaffolding leeds,scaffolding Leeds,scaffolding Leeds,scaffolding,scaffolding,specialist_trade,Leeds,390,LOW,33,4.0518,1.8161,4.6737,explicit_city_query_under_uk_target,2026-09-03
scaffolding Liverpool,scaffolding liverpool,scaffolding Liverpool,scaffolding Liverpool,scaffolding,scaffolding,specialist_trade,Liverpool,720,LOW,32,4.4269,1.7072,6.5290,explicit_city_query_under_uk_target,2026-09-03
scaffolding Bristol,scaffolding bristol,scaffolding Bristol,scaffolding Bristol,scaffolding,scaffolding,specialist_trade,Bristol,720,MEDIUM,38,4.4943,1.2766,4.9562,explicit_city_query_under_uk_target,2026-09-03
scaffolding Sheffield,scaffolding sheffield,scaffolding Sheffield,scaffolding Sheffield,scaffolding,scaffolding,specialist_trade,Sheffield,320,MEDIUM,47,3.6407,1.4648,3.9537,explicit_city_query_under_uk_target,2026-09-03
scaffolding Edinburgh,scaffolding edinburgh,scaffolding Edinburgh,scaffolding Edinburgh,scaffolding,scaffolding,specialist_trade,Edinburgh,390,MEDIUM,36,1.4806,1.0794,3.1021,explicit_city_query_under_uk_target,2026-09-03
scaffolding Cardiff,scaffolding cardiff,scaffolding Cardiff,scaffolding Cardiff,scaffolding,scaffolding,specialist_trade,Cardiff,210,MEDIUM,56,2.1517,0.9795,3.5608,explicit_city_query_under_uk_target,2026-09-03
scaffolding Nottingham,scaffolding nottingham,scaffolding Nottingham,scaffolding Nottingham,scaffolding,scaffolding,specialist_trade,Nottingham,480,MEDIUM,44,5.8650,1.7364,9.8962,explicit_city_query_under_uk_target,2026-09-03
scaffolding Newcastle,scaffolding newcastle,scaffolding Newcastle,scaffolding Newcastle,scaffolding,scaffolding,specialist_trade,Newcastle,170,LOW,19,4.2845,1.1244,3.1456,explicit_city_query_under_uk_target,2026-09-03
scaffolding Leicester,scaffolding leicester,scaffolding Leicester,scaffolding Leicester,scaffolding,scaffolding,specialist_trade,Leicester,390,MEDIUM,38,3.6966,1.7793,4.6179,explicit_city_query_under_uk_target,2026-09-03
scaffolding Southampton,scaffolding southampton,scaffolding Southampton,scaffolding Southampton,scaffolding,scaffolding,specialist_trade,Southampton,390,MEDIUM,39,7.6147,2.5924,9.3793,explicit_city_query_under_uk_target,2026-09-03
scaffolding Brighton,scaffolding brighton,scaffolding Brighton,scaffolding Brighton,scaffolding,scaffolding,specialist_trade,Brighton,210,MEDIUM,42,5.5372,1.7989,7.6225,explicit_city_query_under_uk_target,2026-09-03
scaffolding Coventry,scaffolding coventry,scaffolding Coventry,scaffolding Coventry,scaffolding,scaffolding,specialist_trade,Coventry,210,MEDIUM,51,4.4546,1.7260,5.3761,explicit_city_query_under_uk_target,2026-09-03
scaffolding Belfast,scaffolding belfast,scaffolding Belfast,scaffolding Belfast,scaffolding,scaffolding,specialist_trade,Belfast,140,MEDIUM,56,1.7531,0.8821,4.6569,explicit_city_query_under_uk_target,2026-09-03
scaffolding Reading,scaffolding reading,scaffolding Reading,scaffolding Reading,scaffolding,scaffolding,specialist_trade,Reading,320,MEDIUM,43,14.0895,4.4716,11.9980,explicit_city_query_under_uk_target,2026-09-03
scaffolding Oxford,scaffolding oxford,scaffolding Oxford,scaffolding Oxford,scaffolding,scaffolding,specialist_trade,Oxford,260,MEDIUM,55,6.2945,2.2854,8.9506,explicit_city_query_under_uk_target,2026-09-03
scaffolding Cambridge,scaffolding cambridge,scaffolding Cambridge,scaffolding Cambridge,scaffolding,scaffolding,specialist_trade,Cambridge,320,MEDIUM,35,8.6960,2.8466,8.0905,explicit_city_query_under_uk_target,2026-09-03
scaffolding Aberdeen,scaffolding aberdeen,scaffolding Aberdeen,scaffolding Aberdeen,scaffolding,scaffolding,specialist_trade,Aberdeen,170,MEDIUM,34,5.6435,1.6289,9.9191,explicit_city_query_under_uk_target,2026-09-03
scaffolding Plymouth,scaffolding plymouth,scaffolding Plymouth,scaffolding Plymouth,scaffolding,scaffolding,specialist_trade,Plymouth,480,MEDIUM,35,2.5261,1.0279,3.1118,explicit_city_query_under_uk_target,2026-09-03
scaffolding Exeter,scaffolding exeter,scaffolding Exeter,scaffolding Exeter,scaffolding,scaffolding,specialist_trade,Exeter,170,MEDIUM,45,4.4931,1.4807,4.9298,explicit_city_query_under_uk_target,2026-09-03
scaffolding Norwich,scaffolding norwich,scaffolding Norwich,scaffolding Norwich,scaffolding,scaffolding,specialist_trade,Norwich,210,MEDIUM,47,4.0226,1.7385,3.8502,explicit_city_query_under_uk_target,2026-09-03
scaffolding Swansea,scaffolding swansea,scaffolding Swansea,scaffolding Swansea,scaffolding,scaffolding,specialist_trade,Swansea,260,MEDIUM,44,2.5604,0.8896,3.0861,explicit_city_query_under_uk_target,2026-09-03
scaffolding York,scaffolding york,scaffolding York,scaffolding York,scaffolding,scaffolding,specialist_trade,York,140,MEDIUM,39,3.8643,1.3586,4.6397,explicit_city_query_under_uk_target,2026-09-03
resin driveways London,resin driveways london,resin driveways London,resin driveways London,resin_driveways,resin driveways,high_ticket_home,London,110,HIGH,67,7.6808,1.2592,8.4530,explicit_city_query_under_uk_target,2026-09-03
resin driveways Birmingham,resin driveways birmingham,resin driveways Birmingham,resin driveways Birmingham,resin_driveways,resin driveways,high_ticket_home,Birmingham,110,MEDIUM,36,5.2313,1.2052,5.5679,explicit_city_query_under_uk_target,2026-09-03
resin driveways Manchester,resin driveways manchester,resin driveways Manchester,resin driveways Manchester,resin_driveways,resin driveways,high_ticket_home,Manchester,170,MEDIUM,52,10.1111,2.6467,6.8602,explicit_city_query_under_uk_target,2026-09-03
resin driveways Glasgow,resin driveways glasgow,resin driveways Glasgow,resin driveways Glasgow,resin_driveways,resin driveways,high_ticket_home,Glasgow,210,MEDIUM,54,3.8137,0.8730,3.9534,explicit_city_query_under_uk_target,2026-09-03
resin driveways Leeds,resin driveways leeds,resin driveways Leeds,resin driveways Leeds,resin_driveways,resin driveways,high_ticket_home,Leeds,110,HIGH,77,10.9912,1.8838,18.5474,explicit_city_query_under_uk_target,2026-09-03
resin driveways Liverpool,resin driveways liverpool,resin driveways Liverpool,resin driveways Liverpool,resin_driveways,resin driveways,high_ticket_home,Liverpool,140,MEDIUM,65,4.3342,1.0557,5.1374,explicit_city_query_under_uk_target,2026-09-03
resin driveways Bristol,resin driveways bristol,resin driveways Bristol,resin driveways Bristol,resin_driveways,resin driveways,high_ticket_home,Bristol,210,MEDIUM,53,6.7857,2.3272,8.3853,explicit_city_query_under_uk_target,2026-09-03
resin driveways Sheffield,resin driveways sheffield,resin driveways Sheffield,resin driveways Sheffield,resin_driveways,resin driveways,high_ticket_home,Sheffield,90,HIGH,81,8.8345,6.2938,17.8472,explicit_city_query_under_uk_target,2026-09-03
resin driveways Edinburgh,resin driveways edinburgh,resin driveways Edinburgh,resin driveways Edinburgh,resin_driveways,resin driveways,high_ticket_home,Edinburgh,70,MEDIUM,59,4.0160,1.1014,3.9097,explicit_city_query_under_uk_target,2026-09-03
resin driveways Cardiff,resin driveways cardiff,resin driveways Cardiff,resin driveways Cardiff,resin_driveways,resin driveways,high_ticket_home,Cardiff,170,MEDIUM,53,4.6769,1.2899,3.5599,explicit_city_query_under_uk_target,2026-09-03
resin driveways Nottingham,resin driveways nottingham,resin driveways Nottingham,resin driveways Nottingham,resin_driveways,resin driveways,high_ticket_home,Nottingham,110,HIGH,81,6.0590,1.7368,9.8429,explicit_city_query_under_uk_target,2026-09-03
resin driveways Newcastle,resin driveways newcastle,resin driveways Newcastle,resin driveways Newcastle,resin_driveways,resin driveways,high_ticket_home,Newcastle,140,MEDIUM,55,4.6638,1.4133,6.1339,explicit_city_query_under_uk_target,2026-09-03
resin driveways Leicester,resin driveways leicester,resin driveways Leicester,resin driveways Leicester,resin_driveways,resin driveways,high_ticket_home,Leicester,90,HIGH,69,5.1366,1.6244,4.8301,explicit_city_query_under_uk_target,2026-09-03
resin driveways Southampton,resin driveways southampton,resin driveways Southampton,resin driveways Southampton,resin_driveways,resin driveways,high_ticket_home,Southampton,170,HIGH,67,21.4423,8.7906,21.2582,explicit_city_query_under_uk_target,2026-09-03
resin driveways Brighton,resin driveways brighton,resin driveways Brighton,resin driveways Brighton,resin_driveways,resin driveways,high_ticket_home,Brighton,20,MEDIUM,51,24.6155,4.9559,19.5553,explicit_city_query_under_uk_target,2026-09-03
resin driveways Coventry,resin driveways coventry,resin driveways Coventry,resin driveways Coventry,resin_driveways,resin driveways,high_ticket_home,Coventry,70,HIGH,72,9.9307,1.8072,6.7270,explicit_city_query_under_uk_target,2026-09-03
resin driveways Belfast,resin driveways belfast,resin driveways Belfast,resin driveways Belfast,resin_driveways,resin driveways,high_ticket_home,Belfast,70,HIGH,70,2.2305,0.5642,1.9181,explicit_city_query_under_uk_target,2026-09-03
resin driveways Reading,resin driveways reading,resin driveways Reading,resin driveways Reading,resin_driveways,resin driveways,high_ticket_home,Reading,30,HIGH,86,13.0913,0.0000,0.0000,explicit_city_query_under_uk_target,2026-09-03
resin driveways Cambridge,resin driveways cambridge,resin driveways Cambridge,resin driveways Cambridge,resin_driveways,resin driveways,high_ticket_home,Cambridge,70,MEDIUM,66,8.1156,4.5405,15.2363,explicit_city_query_under_uk_target,2026-09-03
resin driveways Aberdeen,resin driveways aberdeen,resin driveways Aberdeen,resin driveways Aberdeen,resin_driveways,resin driveways,high_ticket_home,Aberdeen,20,LOW,23,1.3600,0.6034,1.2541,explicit_city_query_under_uk_target,2026-09-03
resin driveways Plymouth,resin driveways plymouth,resin driveways Plymouth,resin driveways Plymouth,resin_driveways,resin driveways,high_ticket_home,Plymouth,90,HIGH,73,28.3323,3.7303,20.4240,explicit_city_query_under_uk_target,2026-09-03
resin driveways Exeter,resin driveways exeter,resin driveways Exeter,resin driveways Exeter,resin_driveways,resin driveways,high_ticket_home,Exeter,70,LOW,27,8.8163,4.0298,14.2592,explicit_city_query_under_uk_target,2026-09-03
resin driveways Norwich,resin driveways norwich,resin driveways Norwich,resin driveways Norwich,resin_driveways,resin driveways,high_ticket_home,Norwich,170,MEDIUM,41,14.6455,3.2994,14.8993,explicit_city_query_under_uk_target,2026-09-03
resin driveways Swansea,resin driveways swansea,resin driveways Swansea,resin driveways Swansea,resin_driveways,resin driveways,high_ticket_home,Swansea,170,MEDIUM,34,3.3732,0.9522,2.2134,explicit_city_query_under_uk_target,2026-09-03
resin driveways York,resin driveways york,resin driveways York,resin driveways York,resin_driveways,resin driveways,high_ticket_home,York,40,MEDIUM,39,5.8747,1.6218,7.3395,explicit_city_query_under_uk_target,2026-09-03
boiler installation London,boiler installation london,boiler installation London,boiler installation London,boiler_installation,boiler installation,high_ticket_home,London,480,MEDIUM,46,15.2253,8.1164,15.2675,explicit_city_query_under_uk_target,2026-09-03
boiler installation Birmingham,boiler installation birmingham,boiler installation Birmingham,boiler installation Birmingham,boiler_installation,boiler installation,high_ticket_home,Birmingham,260,LOW,17,9.7518,2.8499,18.3402,explicit_city_query_under_uk_target,2026-09-03
boiler installation Manchester,boiler installation manchester,boiler installation Manchester,boiler installation Manchester,boiler_installation,boiler installation,high_ticket_home,Manchester,260,MEDIUM,49,2.1147,2.8139,8.7921,explicit_city_query_under_uk_target,2026-09-03
boiler installation Glasgow,boiler installation glasgow,boiler installation Glasgow,boiler installation Glasgow,boiler_installation,boiler installation,high_ticket_home,Glasgow,390,MEDIUM,47,9.3114,3.2829,19.7195,explicit_city_query_under_uk_target,2026-09-03
boiler installation Leeds,boiler installation leeds,boiler installation Leeds,boiler installation Leeds,boiler_installation,boiler installation,high_ticket_home,Leeds,210,LOW,29,0.7336,2.9311,11.5997,explicit_city_query_under_uk_target,2026-09-03
boiler installation Liverpool,boiler installation liverpool,boiler installation Liverpool,boiler installation Liverpool,boiler_installation,boiler installation,high_ticket_home,Liverpool,260,MEDIUM,47,7.4440,3.2355,12.4226,explicit_city_query_under_uk_target,2026-09-03
boiler installation Bristol,boiler installation bristol,boiler installation Bristol,boiler installation Bristol,boiler_installation,boiler installation,high_ticket_home,Bristol,260,LOW,21,4.0861,5.7858,15.3328,explicit_city_query_under_uk_target,2026-09-03
boiler installation Sheffield,boiler installation sheffield,boiler installation Sheffield,boiler installation Sheffield,boiler_installation,boiler installation,high_ticket_home,Sheffield,320,MEDIUM,37,3.7810,3.3458,10.2744,explicit_city_query_under_uk_target,2026-09-03
boiler installation Edinburgh,boiler installation edinburgh,boiler installation Edinburgh,boiler installation Edinburgh,boiler_installation,boiler installation,high_ticket_home,Edinburgh,880,MEDIUM,43,16.0379,5.8726,38.7994,explicit_city_query_under_uk_target,2026-09-03
boiler installation Cardiff,boiler installation cardiff,boiler installation Cardiff,boiler installation Cardiff,boiler_installation,boiler installation,high_ticket_home,Cardiff,170,MEDIUM,37,13.5613,5.1351,14.1701,explicit_city_query_under_uk_target,2026-09-03
boiler installation Nottingham,boiler installation nottingham,boiler installation Nottingham,boiler installation Nottingham,boiler_installation,boiler installation,high_ticket_home,Nottingham,140,MEDIUM,54,11.7166,5.0446,14.1957,explicit_city_query_under_uk_target,2026-09-03
